County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,9488.0,11852.0,15574.0,20678.0,27523.0,37314.0,48334.0,59910.0,71075.0,81896.0,92165.0,102397.0,113258.0,124375.0,134799.0,144523.0,153308.0,161280.0,168272.0,174327.0,179493.0,183868.0,187507.0,190445.0,192907.0,194835.0,196267.0,197318.0
GREATER MANCHESTER,88692.0,110108.0,142797.0,185730.0,241004.0,319520.0,407044.0,498220.0,585558.0,669862.0,749580.0,828948.0,911488.0,995899.0,1074552.0,1147112.0,1211941.0,1270314.0,1321052.0,1363911.0,1400055.0,1430100.0,1454264.0,1472777.0,1487159.0,1498331.0,1506725.0,1512975.0
LANCASHIRE,50024.0,62213.0,81092.0,106391.0,139602.0,186910.0,239866.0,295237.0,348438.0,399886.0,448619.0,497156.0,548085.0,600191.0,648966.0,694320.0,735046.0,771884.0,803987.0,831569.0,855034.0,874877.0,891102.0,903671.0,913384.0,920847.0,926398.0,930613.0
OTHER,14747.0,18146.0,23437.0,30494.0,39728.0,52853.0,67512.0,82839.0,97567.0,111815.0,125316.0,138772.0,152800.0,167158.0,180594.0,193104.0,204372.0,214568.0,223475.0,231081.0,237576.0,243081.0,247529.0,250876.0,253441.0,255400.0,256893.0,258026.0
WESTMORLAND AND FURNESS,8807.0,10955.0,14267.0,18731.0,24643.0,33070.0,42529.0,52500.0,62147.0,71521.0,80438.0,89344.0,98863.0,108630.0,117802.0,126370.0,134122.0,141115.0,147214.0,152489.0,156966.0,160771.0,163946.0,166493.0,168602.0,170295.0,171619.0,172592.0
