Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,24.78,39.21,63.81,105.17,165.69,225.37,314.78,522.92,723.91,917.69,1104.17,1284.02,1458.15,1628.03,1793.38,1949.48,2091.2,2219.9,2328.0,2418.28,2495.27,2573.22,2528.83,2484.16,2439.41,2394.9,2350.4,2305.3
