Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,45608.74,57017.31,77619.94,104490.08,135928.72,172239.29,200976.26,220856.8,235105.49,244934.22,251379.94,257204.52,263643.54,270030.32,276986.2,283102.85,289436.81,295972.02,302561.46,309187.66,315817.07,322288.09,328603.14,334800.68,340759.51,346607.44,352271.25,356609.83
