Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,45087.82,50330.87,58916.89,67520.47,76115.53,84694.17,88522.61,88847.72,89218.37,89558.36,89928.0,90208.99,90580.71,90960.17,91442.23,91964.66,92527.58,93135.4,93816.62,94568.24,95364.73,96215.14,97107.8,98054.83,99059.63,100101.77,101182.65,102153.44
