Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PRESTON,597.0,786.0,999.0,1242.0,1503.0,1508.0,1603.0,2014.0,2426.0,2830.0,3217.0,3607.0,4021.0,4483.0,4938.0,5366.0,5803.0,6394.0,6991.0,7595.0,8248.0,8889.0,9224.0,9559.0,9894.0,10229.0,10564.0,10899.0
RIBBLE VALLEY,178.0,257.0,353.0,468.0,594.0,596.0,690.0,1090.0,1487.0,1875.0,2248.0,2624.0,3024.0,3463.0,3910.0,4343.0,4769.0,5285.0,5799.0,6320.0,6912.0,7509.0,7791.0,8073.0,8354.0,8636.0,8917.0,9198.0
RICHMONDSHIRE,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0
ROCHDALE,710.0,970.0,1259.0,1586.0,1941.0,1970.0,2191.0,3110.0,4068.0,5050.0,6035.0,7059.0,8167.0,9421.0,10721.0,12001.0,13317.0,14876.0,16477.0,18124.0,19864.0,21622.0,22511.0,23399.0,24286.0,25172.0,26058.0,26943.0
ROSSENDALE,171.0,245.0,329.0,425.0,531.0,540.0,605.0,872.0,1152.0,1438.0,1725.0,2022.0,2343.0,2703.0,3074.0,3445.0,3823.0,4278.0,4747.0,5226.0,5741.0,6258.0,6521.0,6783.0,7046.0,7308.0,7569.0,7831.0
SALFORD,2029.0,2408.0,2833.0,3300.0,3791.0,3793.0,4049.0,5196.0,6334.0,7454.0,8534.0,9630.0,10782.0,12082.0,13357.0,14590.0,15871.0,17370.0,18896.0,20443.0,22082.0,23648.0,24370.0,25091.0,25809.0,26526.0,27241.0,27952.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,388.0,561.0,782.0,1049.0,1342.0,1351.0,1440.0,1816.0,2186.0,2546.0,2893.0,3244.0,3610.0,4017.0,4430.0,4826.0,5231.0,5905.0,6579.0,7251.0,8086.0,8936.0,9499.0,10062.0,10624.0,11186.0,11749.0,12311.0
SOUTH RIBBLE,301.0,412.0,535.0,673.0,823.0,827.0,915.0,1288.0,1661.0,2031.0,2389.0,2758.0,3145.0,3582.0,4020.0,4446.0,4897.0,5486.0,6097.0,6711.0,7364.0,8027.0,8380.0,8732.0,9084.0,9436.0,9787.0,10139.0
ST HELENS,141.0,185.0,235.0,291.0,352.0,354.0,404.0,615.0,826.0,1036.0,1239.0,1450.0,1673.0,1924.0,2183.0,2434.0,2696.0,3012.0,3339.0,3673.0,4023.0,4378.0,4552.0,4727.0,4902.0,5076.0,5251.0,5426.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STOCKPORT,1210.0,1651.0,2133.0,2668.0,3245.0,3279.0,3461.0,4225.0,5017.0,5828.0,6637.0,7479.0,8396.0,9429.0,10465.0,11486.0,12584.0,14028.0,15522.0,17066.0,18702.0,20330.0,21264.0,22197.0,23129.0,24059.0,24988.0,25915.0
TAMESIDE,790.0,1079.0,1396.0,1752.0,2137.0,2157.0,2322.0,3016.0,3738.0,4469.0,5202.0,5965.0,6787.0,7733.0,8696.0,9645.0,10642.0,11892.0,13192.0,14519.0,15919.0,17324.0,18088.0,18851.0,19612.0,20372.0,21131.0,21889.0
TRAFFORD,1044.0,1443.0,1881.0,2367.0,2888.0,2917.0,3070.0,3720.0,4388.0,5066.0,5741.0,6443.0,7197.0,8047.0,8895.0,9734.0,10617.0,11711.0,12840.0,14008.0,15274.0,16508.0,17178.0,17846.0,18512.0,19177.0,19840.0,20501.0
WARRINGTON,46.0,65.0,88.0,115.0,144.0,145.0,157.0,203.0,252.0,302.0,353.0,407.0,465.0,531.0,600.0,669.0,739.0,831.0,925.0,1021.0,1129.0,1241.0,1306.0,1371.0,1437.0,1502.0,1567.0,1632.0
WEST LANCASHIRE,319.0,434.0,569.0,724.0,891.0,890.0,968.0,1313.0,1646.0,1964.0,2263.0,2557.0,2870.0,3218.0,3562.0,3888.0,4219.0,4693.0,5179.0,5665.0,6217.0,6770.0,7072.0,7373.0,7673.0,7974.0,8273.0,8572.0
WIGAN,1006.0,1313.0,1653.0,2038.0,2454.0,2467.0,2742.0,3914.0,5082.0,6241.0,7370.0,8531.0,9766.0,11158.0,12590.0,13987.0,15439.0,17227.0,19070.0,20946.0,22914.0,24906.0,25911.0,26916.0,27919.0,28923.0,29926.0,30928.0
WYRE,432.0,598.0,789.0,1008.0,1245.0,1256.0,1390.0,1957.0,2526.0,3094.0,3654.0,4228.0,4847.0,5531.0,6230.0,6909.0,7596.0,8462.0,9332.0,10215.0,11176.0,12152.0,12650.0,13147.0,13644.0,14140.0,14636.0,15132.0
