Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ROCHDALE,135.0,215.0,257.0,301.0,348.0,393.0,439.0,487.0,535.0,584.0,633.0,685.0,732.0,784.0,844.0,901.0,956.0,995.0,1030.0,1068.0,1112.0,1145.0,1181.0,1223.0,1266.0,1310.0,1353.0,1368.0
ROSSENDALE,58.0,91.0,109.0,128.0,147.0,166.0,186.0,205.0,225.0,246.0,266.0,287.0,306.0,327.0,352.0,376.0,398.0,414.0,427.0,443.0,460.0,473.0,488.0,504.0,522.0,539.0,557.0,562.0
SALFORD,180.0,287.0,344.0,405.0,469.0,530.0,594.0,659.0,727.0,795.0,862.0,935.0,999.0,1072.0,1155.0,1234.0,1309.0,1363.0,1411.0,1464.0,1523.0,1569.0,1618.0,1676.0,1735.0,1795.0,1855.0,1876.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,174.0,276.0,330.0,387.0,447.0,504.0,563.0,623.0,685.0,747.0,808.0,873.0,931.0,995.0,1069.0,1140.0,1206.0,1253.0,1294.0,1339.0,1391.0,1430.0,1472.0,1521.0,1571.0,1622.0,1672.0,1687.0
SOUTH RIBBLE,73.0,116.0,139.0,163.0,189.0,213.0,238.0,264.0,290.0,316.0,342.0,370.0,395.0,423.0,455.0,485.0,514.0,534.0,553.0,572.0,595.0,612.0,631.0,652.0,674.0,697.0,719.0,726.0
ST HELENS,29.0,47.0,56.0,65.0,75.0,85.0,95.0,105.0,115.0,126.0,136.0,147.0,157.0,168.0,181.0,193.0,204.0,212.0,220.0,227.0,236.0,243.0,251.0,259.0,268.0,277.0,286.0,289.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,190.0,301.0,359.0,421.0,485.0,546.0,609.0,672.0,738.0,803.0,868.0,938.0,999.0,1068.0,1148.0,1223.0,1294.0,1345.0,1390.0,1439.0,1495.0,1537.0,1583.0,1636.0,1691.0,1747.0,1802.0,1819.0
TAMESIDE,141.0,223.0,266.0,310.0,357.0,401.0,447.0,493.0,540.0,587.0,634.0,684.0,729.0,778.0,835.0,890.0,940.0,977.0,1008.0,1043.0,1083.0,1112.0,1145.0,1182.0,1221.0,1261.0,1300.0,1311.0
TRAFFORD,177.0,281.0,336.0,394.0,454.0,512.0,572.0,632.0,695.0,758.0,820.0,886.0,945.0,1011.0,1088.0,1161.0,1229.0,1279.0,1323.0,1371.0,1426.0,1467.0,1512.0,1564.0,1617.0,1672.0,1726.0,1744.0
WARRINGTON,19.0,30.0,36.0,42.0,49.0,55.0,61.0,67.0,74.0,80.0,87.0,94.0,100.0,107.0,115.0,122.0,129.0,135.0,139.0,144.0,149.0,154.0,158.0,163.0,169.0,174.0,180.0,181.0
WEST LANCASHIRE,78.0,123.0,147.0,172.0,198.0,222.0,248.0,273.0,300.0,326.0,351.0,379.0,403.0,430.0,460.0,490.0,517.0,536.0,552.0,571.0,592.0,607.0,623.0,643.0,663.0,684.0,704.0,709.0
WIGAN,188.0,298.0,356.0,417.0,480.0,541.0,603.0,667.0,732.0,797.0,862.0,932.0,993.0,1062.0,1141.0,1217.0,1287.0,1338.0,1383.0,1432.0,1488.0,1529.0,1575.0,1628.0,1683.0,1739.0,1793.0,1810.0
WYRE,97.0,154.0,183.0,215.0,247.0,279.0,311.0,344.0,377.0,411.0,445.0,481.0,512.0,548.0,588.0,627.0,664.0,689.0,712.0,737.0,765.0,786.0,809.0,836.0,864.0,893.0,920.0,929.0
