Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,4598.22,4865.51,5025.52,5188.36,5557.71,5976.18,6336.62,6722.09,7071.78,7481.12,7792.42,8192.93,8605.82,8809.46,9146.59,9495.23,9882.02,10233.98,10717.29,11200.87,11799.81,12357.96,12919.67,13583.93,14172.33,14736.5,15344.62,15817.69
PRESTON,13228.9,13821.54,14214.17,14614.93,15562.44,16605.98,17463.45,18374.23,19233.42,20216.4,21020.64,22000.71,23002.64,23629.69,24491.66,25399.16,26390.18,27287.73,28489.48,29678.92,31116.03,32483.86,33853.74,35442.64,36891.26,38291.24,39792.11,40947.77
RIBBLE VALLEY,14878.47,15231.46,15442.9,15660.16,16112.64,16631.23,17095.84,17595.93,18047.08,18580.44,18982.9,19508.97,20047.05,20319.91,20755.3,21226.6,21761.74,22222.2,22909.3,23583.16,24436.91,25246.55,26054.27,27026.45,27900.86,28736.58,29653.86,30361.48
RICHMONDSHIRE,0.0,0.37,0.58,0.8,1.23,1.73,2.19,2.69,3.13,3.65,4.03,4.54,5.06,5.29,5.71,6.16,6.67,7.12,7.78,8.44,9.28,10.07,10.87,11.83,12.69,13.51,14.41,15.11
ROCHDALE,14114.65,14869.9,15316.77,15774.01,16827.81,18024.29,19055.57,20161.84,21169.28,22351.45,23254.42,24415.76,25611.1,26211.07,27185.36,28201.66,29326.19,30339.21,31755.9,33168.42,34929.04,36569.66,38223.16,40179.04,41915.57,43587.4,45384.87,46783.61
ROSSENDALE,5101.99,5387.18,5537.94,5691.0,6042.52,6453.32,6819.54,7214.09,7560.06,7974.01,8267.6,8664.93,9079.07,9229.2,9548.16,9870.77,10228.55,10559.48,11022.92,11494.89,12097.53,12641.06,13198.68,13859.74,14429.94,14983.19,15565.77,16028.45
SALFORD,7829.6,8598.46,8997.63,9405.64,10324.45,11407.84,12390.5,13454.16,14384.07,15504.58,16293.4,17372.6,18494.44,18897.32,19753.2,20634.51,21619.8,22508.79,23806.48,25117.09,26810.87,28346.11,29916.45,31794.15,33420.29,34996.26,36668.98,37993.11
SEFTON,0.0,0.02,0.03,0.05,0.07,0.1,0.13,0.15,0.18,0.21,0.24,0.27,0.3,0.32,0.35,0.38,0.41,0.44,0.49,0.53,0.59,0.64,0.69,0.76,0.82,0.88,0.94,0.99
SOUTH LAKELAND,16058.2,16796.25,17263.83,17738.67,18874.62,20136.35,21180.23,22289.58,23320.1,24506.65,25449.56,26619.15,27822.81,28499.0,29514.85,30557.78,31694.3,32748.36,34127.77,35510.76,37182.38,38747.77,40323.85,42153.44,43789.81,45367.08,47049.55,48355.03
SOUTH RIBBLE,9073.47,9607.69,9918.93,10237.75,10926.77,11718.37,12422.17,13179.43,13859.5,14664.58,15265.38,16054.36,16865.41,17250.77,17901.24,18591.07,19367.7,20050.92,21046.35,22032.49,23279.89,24448.05,25621.11,27025.84,28275.84,29474.23,30776.53,31787.75
ST HELENS,4854.14,5045.14,5165.37,5287.3,5574.2,5893.68,6159.88,6442.77,6704.45,7006.1,7244.57,7541.38,7846.94,8016.69,8273.43,8538.66,8828.44,9095.88,9449.23,9803.23,10233.74,10637.04,11044.14,11516.12,11940.07,12350.59,12786.53,13125.36
STAFFORDSHIRE MOORLANDS,0.0,0.03,0.04,0.05,0.07,0.1,0.13,0.16,0.19,0.23,0.25,0.28,0.31,0.32,0.34,0.37,0.4,0.43,0.48,0.52,0.59,0.65,0.71,0.78,0.85,0.91,0.99,1.04
STOCKPORT,21458.24,22704.22,23448.5,24212.34,25915.02,27852.01,29541.39,31356.39,33008.39,34950.89,36435.13,38350.04,40314.62,41322.14,42923.99,44621.38,46516.76,48191.19,50595.07,52973.23,55953.41,58753.85,61562.21,64907.68,67896.54,70764.44,73877.39,76288.72
TAMESIDE,12884.64,13871.05,14335.26,14802.64,15888.17,17196.27,18398.44,19699.35,20799.2,22141.12,23021.48,24279.42,25608.46,25902.08,26864.4,27801.42,28838.67,29832.05,31221.52,32673.11,34576.63,36229.04,37962.93,40016.4,41731.05,43416.19,45138.1,46541.35
TRAFFORD,11077.32,11603.2,11982.06,12372.36,13278.49,14262.14,15061.04,15909.43,16729.4,17659.83,18452.04,19396.81,20352.32,21036.26,21884.48,22797.69,23803.13,24688.25,25899.3,27076.31,28482.37,29854.72,31203.77,32788.22,34252.27,35645.65,37183.93,38348.75
WARRINGTON,1671.82,1800.97,1871.28,1943.11,2094.22,2271.66,2434.42,2610.25,2764.26,2949.19,3080.74,3259.7,3444.77,3517.52,3660.42,3811.35,3982.57,4133.15,4357.89,4582.12,4871.65,5138.96,5409.84,5735.46,6022.2,6298.66,6596.27,6829.61
WEST LANCASHIRE,10594.77,11345.22,11861.96,12392.67,13535.75,14795.2,15859.44,16992.56,18062.65,19289.84,20300.7,21536.9,22788.64,23625.04,24709.42,25898.89,27229.65,28377.04,30015.27,31603.56,33547.02,35441.04,37311.56,39523.33,41573.44,43535.58,45694.09,47336.42
WIGAN,22442.5,23635.01,24314.36,25005.55,26645.44,28517.16,30126.74,31852.22,33408.16,35239.11,36610.33,38391.42,40236.72,41075.15,42557.4,44066.94,45723.27,47256.47,49341.63,51449.6,54077.89,56485.24,58935.36,61813.64,64332.93,66771.3,69352.45,71381.79
WYRE,20708.01,21282.8,21662.8,22050.2,22948.15,23939.07,24759.36,25630.57,26448.55,27385.84,28147.44,29080.28,30034.05,30621.91,31439.8,32301.89,33248.07,34102.68,35252.33,36389.51,37766.05,39077.88,40389.5,41916.55,43307.84,44648.59,46092.06,47202.69
