County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,310.0,499.0,596.0,699.0,808.0,911.0,1024.0,1181.0,1351.0,1532.0,1721.0,1931.0,2146.0,2369.0,2615.0,2847.0,3061.0,3213.0,3346.0,3492.0,3666.0,3827.0,3957.0,4037.0,4110.0,4181.0,4242.0,4231.0
GREATER MANCHESTER,1884.0,3020.0,3588.0,4184.0,4819.0,5411.0,6064.0,6964.0,7940.0,8976.0,10045.0,11239.0,12447.0,13696.0,15067.0,16354.0,17524.0,18331.0,19022.0,19781.0,20693.0,21528.0,22177.0,22544.0,22868.0,23182.0,23428.0,23280.0
LANCASHIRE,1260.0,2027.0,2417.0,2829.0,3271.0,3687.0,4148.0,4782.0,5474.0,6209.0,6973.0,7828.0,8700.0,9606.0,10606.0,11553.0,12425.0,13047.0,13591.0,14189.0,14903.0,15567.0,16102.0,16437.0,16744.0,17046.0,17302.0,17268.0
OTHER,270.0,435.0,521.0,613.0,711.0,804.0,907.0,1049.0,1204.0,1369.0,1542.0,1735.0,1933.0,2140.0,2368.0,2586.0,2788.0,2934.0,3063.0,3205.0,3373.0,3530.0,3659.0,3743.0,3820.0,3896.0,3962.0,3962.0
WESTMORLAND AND FURNESS,331.0,534.0,638.0,749.0,867.0,979.0,1103.0,1274.0,1460.0,1657.0,1863.0,2094.0,2329.0,2574.0,2845.0,3102.0,3339.0,3508.0,3657.0,3821.0,4016.0,4197.0,4344.0,4437.0,4523.0,4607.0,4678.0,4672.0
