County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,898.0,1491.0,2718.0,4077.0,5579.0,6672.0,7692.0,9405.0,11290.0,13273.0,15322.0,17592.0,20536.0,23601.0,26653.0,29591.0,32312.0,34503.0,36620.0,38614.0,40740.0,43211.0,44302.0,45356.0,46381.0,47382.0,48319.0,48390.0
GREATER MANCHESTER,13357.0,18887.0,29406.0,40973.0,53641.0,64190.0,72745.0,82650.0,93272.0,104608.0,116443.0,129543.0,145118.0,161997.0,178888.0,195054.0,209319.0,218854.0,228279.0,237405.0,246036.0,255650.0,262050.0,268083.0,273722.0,278957.0,283589.0,285112.0
LANCASHIRE,4933.0,7936.0,13893.0,20557.0,27975.0,34158.0,39692.0,46928.0,54734.0,62987.0,71509.0,80766.0,91857.0,103723.0,115726.0,127377.0,137949.0,145652.0,153244.0,160625.0,167954.0,176128.0,180907.0,185524.0,189984.0,194291.0,198307.0,200080.0
OTHER,1082.0,1753.0,3116.0,4659.0,6392.0,7874.0,9237.0,11012.0,12937.0,14958.0,17025.0,19282.0,21981.0,24899.0,27860.0,30750.0,33401.0,35320.0,37235.0,39091.0,40951.0,43019.0,44273.0,45496.0,46690.0,47855.0,48972.0,49537.0
WESTMORLAND AND FURNESS,818.0,1349.0,2377.0,3589.0,5002.0,5952.0,6787.0,8198.0,9750.0,11402.0,13109.0,15068.0,17818.0,20651.0,23490.0,26234.0,28770.0,30853.0,32821.0,34650.0,36686.0,39078.0,40362.0,41618.0,42848.0,44057.0,45194.0,45349.0
