County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,9488.0,12979.0,17500.0,23111.0,30070.0,40003.0,51973.0,64829.0,77407.0,89847.0,101942.0,113637.0,126188.0,138419.0,149987.0,160838.0,170773.0,179902.0,187762.0,194645.0,200552.0,205582.0,209756.0,212936.0,215602.0,217648.0,219213.0,220434.0
GREATER MANCHESTER,88692.0,120573.0,160457.0,207585.0,263302.0,342551.0,437694.0,539131.0,637723.0,734895.0,829094.0,919940.0,1015546.0,1108353.0,1195623.0,1276610.0,1350006.0,1416992.0,1474062.0,1522869.0,1564317.0,1598982.0,1626821.0,1646716.0,1662125.0,1673769.0,1682877.0,1690223.0
LANCASHIRE,50024.0,68126.0,91121.0,118911.0,152519.0,200383.0,257928.0,319480.0,379478.0,438709.0,496208.0,551728.0,610656.0,667963.0,722086.0,772701.0,818783.0,861010.0,897108.0,928485.0,955351.0,978193.0,996837.0,1010397.0,1020844.0,1028668.0,1034704.0,1039636.0
OTHER,14747.0,19870.0,26336.0,34082.0,43404.0,56663.0,72596.0,89642.0,106259.0,122671.0,138609.0,154005.0,170244.0,186034.0,200942.0,214903.0,227654.0,239344.0,249359.0,258012.0,265449.0,271787.0,276900.0,280505.0,283258.0,285304.0,286927.0,288254.0
WESTMORLAND AND FURNESS,8807.0,11996.0,16031.0,20935.0,26923.0,35453.0,45732.0,56811.0,67683.0,78464.0,88971.0,99151.0,110149.0,120897.0,131075.0,140635.0,149401.0,157409.0,164265.0,170261.0,175382.0,179757.0,183399.0,186156.0,188438.0,190234.0,191683.0,192811.0
