Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,123.0,247.0,440.0,699.0,1132.0,1578.0,1935.0,2212.0,2437.0,2641.0,2844.0,3529.0,5757.0,8013.0,10281.0,12512.0,14655.0,16714.0,18738.0,20633.0,22457.0,24395.0,26417.0,28502.0,30609.0,32724.0,34820.0,34914.0
PRESTON,597.0,957.0,1512.0,2196.0,3229.0,4266.0,5138.0,5787.0,6259.0,6654.0,7018.0,8189.0,12015.0,15874.0,19743.0,23502.0,27034.0,30399.0,33669.0,36642.0,39484.0,42500.0,45711.0,49104.0,52568.0,56057.0,59473.0,59559.0
RIBBLE VALLEY,178.0,399.0,779.0,1216.0,1827.0,2443.0,2977.0,3447.0,3858.0,4237.0,4596.0,5278.0,7014.0,8801.0,10605.0,12361.0,13998.0,15476.0,16921.0,18241.0,19497.0,20852.0,22265.0,23732.0,25225.0,26725.0,28215.0,28354.0
RICHMONDSHIRE,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,22.0,23.0,25.0,25.0
ROCHDALE,710.0,1254.0,2150.0,3314.0,5064.0,6884.0,8500.0,9828.0,10929.0,11952.0,12953.0,15227.0,21592.0,28072.0,34632.0,41039.0,47044.0,52595.0,58003.0,62962.0,67703.0,72704.0,77974.0,83486.0,89079.0,94697.0,100207.0,100612.0
ROSSENDALE,171.0,325.0,579.0,910.0,1425.0,1955.0,2405.0,2784.0,3101.0,3397.0,3686.0,4423.0,6587.0,8778.0,10977.0,13132.0,15162.0,17056.0,18906.0,20615.0,22260.0,23991.0,25789.0,27641.0,29506.0,31369.0,33196.0,33256.0
SALFORD,2029.0,2808.0,4149.0,5730.0,7897.0,10069.0,11956.0,13409.0,14496.0,15432.0,16298.0,18413.0,24634.0,30898.0,37109.0,43059.0,48493.0,53412.0,58112.0,62270.0,66155.0,70236.0,74573.0,79158.0,83809.0,88445.0,92889.0,92576.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOUTH LAKELAND,388.0,678.0,1122.0,1666.0,2631.0,3621.0,4420.0,5048.0,5500.0,5869.0,6212.0,7300.0,10823.0,14401.0,17996.0,21496.0,24855.0,28068.0,31227.0,34064.0,36734.0,39628.0,42680.0,45902.0,49209.0,52549.0,55865.0,56022.0
SOUTH RIBBLE,301.0,562.0,978.0,1478.0,2214.0,2939.0,3549.0,4042.0,4448.0,4818.0,5170.0,6210.0,9410.0,12662.0,15927.0,19136.0,22201.0,25094.0,27953.0,30618.0,33202.0,35927.0,38754.0,41675.0,44636.0,47614.0,50555.0,50715.0
ST HELENS,141.0,267.0,479.0,745.0,1145.0,1547.0,1887.0,2158.0,2383.0,2595.0,2796.0,3324.0,4870.0,6446.0,8043.0,9613.0,11113.0,12520.0,13904.0,15178.0,16407.0,17709.0,19075.0,20493.0,21929.0,23372.0,24802.0,24914.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
STOCKPORT,1210.0,1910.0,2930.0,4207.0,6088.0,7990.0,9647.0,10931.0,11864.0,12663.0,13420.0,15905.0,23953.0,32020.0,40045.0,47834.0,55126.0,61999.0,68677.0,74859.0,80764.0,86881.0,93250.0,99893.0,106622.0,113353.0,119862.0,119742.0
TAMESIDE,790.0,1320.0,2136.0,3199.0,4854.0,6541.0,7977.0,9051.0,9862.0,10566.0,11250.0,13266.0,19553.0,25860.0,32145.0,38227.0,43898.0,49173.0,54256.0,58813.0,63101.0,67588.0,72304.0,77219.0,82160.0,87063.0,91790.0,91546.0
TRAFFORD,1044.0,1658.0,2554.0,3665.0,5262.0,6884.0,8291.0,9362.0,10108.0,10725.0,11304.0,13114.0,18921.0,24714.0,30440.0,35942.0,40998.0,45683.0,50174.0,54241.0,58083.0,62049.0,66208.0,70576.0,74990.0,79371.0,83539.0,83162.0
WARRINGTON,46.0,79.0,130.0,204.0,349.0,495.0,607.0,690.0,754.0,811.0,867.0,1060.0,1688.0,2324.0,2966.0,3599.0,4210.0,4798.0,5373.0,5890.0,6387.0,6926.0,7493.0,8084.0,8685.0,9289.0,9888.0,9923.0
WEST LANCASHIRE,319.0,579.0,986.0,1465.0,2204.0,2931.0,3507.0,3939.0,4251.0,4504.0,4730.0,5462.0,7858.0,10251.0,12620.0,14894.0,17018.0,18996.0,20905.0,22579.0,24142.0,25797.0,27526.0,29320.0,31123.0,32907.0,34633.0,34431.0
WIGAN,1006.0,1775.0,3034.0,4612.0,7018.0,9437.0,11468.0,13038.0,14285.0,15419.0,16509.0,19577.0,28908.0,38358.0,47902.0,57257.0,66144.0,74494.0,82652.0,90110.0,97255.0,104820.0,112775.0,121048.0,129421.0,137827.0,146106.0,146480.0
WYRE,432.0,798.0,1390.0,2091.0,3072.0,4068.0,4940.0,5695.0,6326.0,6907.0,7477.0,8721.0,12151.0,15656.0,19191.0,22637.0,25853.0,28828.0,31737.0,34440.0,37041.0,39806.0,42689.0,45692.0,48753.0,51840.0,54881.0,55154.0
