Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,4861.2,6567.69,9061.39,12096.74,15819.49,19662.56,23316.75,27430.07,31350.33,35019.79,38470.33,42984.01,51258.06,59288.96,66692.02,73670.41,80230.54,86326.47,91902.67,96884.62,101438.14,105824.47,110080.38,114200.56,118156.22,121924.76,125280.35,124628.39
PRESTON,11110.21,15010.84,20826.18,27672.42,35638.55,43747.6,51580.45,60157.98,68248.18,75846.85,82970.71,91644.33,106025.89,119899.74,132519.35,144171.54,154944.92,164874.79,173746.23,181458.02,188545.64,195360.03,202093.77,208788.64,215352.93,221783.91,227582.7,227269.4
RIBBLE VALLEY,8394.37,10590.11,13952.31,17940.18,22608.57,27415.11,32114.15,37519.27,42684.79,47529.31,52092.63,57273.14,64964.69,72431.14,79144.74,85390.17,91167.74,96383.53,101080.07,105184.34,108907.17,112478.05,115946.7,119264.7,122444.45,125483.23,128243.08,128354.54
RICHMONDSHIRE,6.77,9.82,14.53,20.39,27.49,35.03,42.6,51.62,60.35,68.56,76.35,84.81,96.81,108.41,118.54,127.87,136.57,144.61,151.72,157.84,163.36,168.5,173.41,178.08,182.6,186.81,190.62,190.99
ROCHDALE,15071.19,20481.31,28841.03,38985.02,51073.65,63569.13,75765.6,89177.15,101837.91,113792.59,125046.19,138663.92,160919.12,182510.4,202301.23,220846.59,238067.16,253751.66,267954.44,280352.13,291824.34,302854.69,313576.23,324066.68,334283.14,344252.24,353349.61,353157.09
ROSSENDALE,62928.73,64917.7,67892.34,71512.97,75913.9,80465.37,84880.89,89882.42,94640.77,99148.57,103396.24,108593.12,117132.17,125386.79,132914.2,139959.73,146501.54,152473.67,157888.65,162685.8,167129.05,171371.82,175426.7,179323.75,183050.23,186647.39,189873.76,189628.3
SALFORD,15288.89,21812.09,31478.23,43011.53,56448.93,70250.67,83748.05,98595.64,112441.69,125650.87,138071.31,153066.29,176660.66,199289.21,219776.41,238674.04,255883.55,271264.29,284966.96,296697.5,307352.31,317318.8,327179.93,336987.52,346367.21,355438.85,363616.59,363271.49
SEFTON,0.29,0.43,0.63,0.87,1.13,1.4,1.66,1.97,2.27,2.55,2.82,3.1,3.51,3.91,4.25,4.58,4.87,5.15,5.4,5.61,5.8,5.99,6.12,6.26,6.4,6.54,6.68,6.7
SOUTH LAKELAND,34440.58,38407.39,44348.97,51380.68,60611.05,70048.9,78952.62,88406.71,97451.39,105926.71,113958.13,123613.96,139451.14,154834.67,168994.07,182267.65,194780.38,206402.28,217010.39,226344.58,234923.98,243129.11,251199.51,259307.11,267267.65,274999.32,281942.51,282175.62
SOUTH RIBBLE,8719.96,11887.51,16871.23,22906.81,29984.85,37314.18,44555.91,52761.95,60591.76,67964.36,74874.43,82908.35,95363.77,107413.61,118257.96,128401.8,137885.91,146595.66,154501.64,161512.56,168026.35,174213.74,180246.05,186095.05,191767.97,197230.98,202171.63,202271.53
ST HELENS,4918.55,6435.04,8867.14,11845.78,15399.25,19084.58,22703.52,26757.42,30614.4,34234.44,37633.38,41554.81,47589.23,53439.63,58702.81,63617.63,68202.81,72404.91,76186.06,79435.96,82424.83,85299.32,88124.84,90891.54,93598.59,96220.12,98613.89,98664.79
STAFFORDSHIRE MOORLANDS,0.57,0.84,1.24,1.74,2.31,2.91,3.49,4.17,4.82,5.42,5.99,6.64,7.62,8.57,9.42,10.21,10.95,11.62,12.22,12.74,13.22,13.65,14.08,14.48,14.88,15.27,15.64,15.65
STOCKPORT,23712.5,32606.57,45744.33,61219.12,78654.26,96404.93,113960.11,134111.65,153114.93,171176.39,188141.68,208125.73,238800.39,268178.1,294334.06,318339.36,340389.24,360397.02,378398.44,394179.71,408608.5,422251.31,435380.8,448058.96,460351.21,472161.17,482894.58,482690.53
TAMESIDE,14311.44,20142.14,28842.19,39512.45,52303.24,65578.27,78572.17,92936.49,106391.28,119217.71,131261.28,145892.27,169286.2,191601.73,211777.52,230383.39,247456.5,262912.44,276779.49,288769.19,299648.33,309996.98,320020.2,329708.77,339029.04,347996.85,356034.27,355303.98
TRAFFORD,17057.55,23838.03,33731.04,45493.18,58905.06,72616.5,86104.51,101395.44,115743.89,129365.51,142204.76,157514.77,181149.25,203818.83,224090.75,242791.28,259903.89,275321.28,289035.06,300838.78,311673.57,321704.45,331337.51,340807.09,350002.99,358918.72,366819.85,366366.36
WARRINGTON,1928.24,2650.79,3678.96,4898.05,6333.22,7782.71,9160.07,10733.63,12235.45,13634.31,14956.24,16526.5,19023.03,21430.19,23625.2,25684.93,27627.0,29421.86,31046.11,32433.33,33683.96,34905.18,36134.49,37347.16,38546.94,39715.13,40767.17,40797.39
WEST LANCASHIRE,10313.71,13808.3,18948.54,25094.71,32635.11,40404.75,47946.43,56358.23,64353.49,71988.99,79181.08,87349.25,99063.69,110251.89,120221.25,129410.63,137889.51,145543.08,152445.75,158421.36,163928.64,169041.11,173926.13,178726.11,183289.8,187655.75,191603.65,192001.27
WIGAN,22894.02,31303.8,44694.24,61101.27,80827.98,101322.88,121385.34,143456.01,164333.86,184023.0,202494.86,224420.62,259401.49,293165.85,323756.76,352305.9,378857.72,403169.09,425079.4,444192.79,461702.44,478366.5,494772.96,510842.61,526465.12,541525.12,555204.31,554890.44
WYRE,15521.16,18923.45,24241.22,30586.86,38199.96,46029.07,53645.0,62050.2,70070.45,77614.42,84733.56,92943.21,105601.89,117918.68,129097.6,139548.1,149253.0,158111.16,166133.14,173254.86,179876.69,186217.09,192308.73,198181.3,203953.03,209610.89,214781.95,215143.97
