Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
RIBBLE VALLEY,66.0,111.0,132.0,158.0,198.0,240.0,273.0,307.0,340.0,373.0,405.0,480.0,669.0,855.0,1050.0,1241.0,1427.0,1599.0,1757.0,1912.0,2074.0,2220.0,2369.0,2533.0,2700.0,2871.0,3000.0,3001.0
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
ROCHDALE,135.0,226.0,270.0,323.0,404.0,488.0,556.0,624.0,690.0,756.0,822.0,974.0,1356.0,1734.0,2131.0,2518.0,2897.0,3246.0,3569.0,3885.0,4217.0,4514.0,4820.0,5156.0,5498.0,5848.0,6113.0,6117.0
ROSSENDALE,58.0,96.0,115.0,136.0,170.0,205.0,232.0,260.0,286.0,313.0,339.0,401.0,556.0,709.0,868.0,1022.0,1172.0,1310.0,1436.0,1558.0,1686.0,1799.0,1916.0,2043.0,2173.0,2304.0,2401.0,2396.0
SALFORD,180.0,301.0,359.0,427.0,533.0,641.0,728.0,813.0,896.0,979.0,1060.0,1251.0,1732.0,2205.0,2696.0,3168.0,3625.0,4039.0,4414.0,4775.0,5150.0,5480.0,5814.0,6180.0,6548.0,6918.0,7184.0,7141.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,174.0,291.0,348.0,416.0,520.0,629.0,716.0,803.0,888.0,973.0,1057.0,1252.0,1741.0,2224.0,2730.0,3221.0,3702.0,4143.0,4549.0,4946.0,5362.0,5732.0,6113.0,6530.0,6955.0,7388.0,7712.0,7707.0
SOUTH RIBBLE,73.0,123.0,147.0,175.0,220.0,265.0,302.0,339.0,375.0,411.0,447.0,530.0,737.0,943.0,1158.0,1367.0,1573.0,1761.0,1936.0,2106.0,2285.0,2444.0,2608.0,2789.0,2972.0,3159.0,3299.0,3299.0
ST HELENS,29.0,49.0,59.0,70.0,88.0,106.0,121.0,135.0,150.0,164.0,178.0,211.0,294.0,376.0,461.0,545.0,627.0,702.0,772.0,840.0,911.0,975.0,1041.0,1113.0,1187.0,1262.0,1318.0,1319.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,190.0,316.0,375.0,444.0,551.0,661.0,748.0,832.0,914.0,994.0,1073.0,1262.0,1743.0,2213.0,2699.0,3166.0,3616.0,4022.0,4390.0,4744.0,5113.0,5432.0,5757.0,6112.0,6470.0,6829.0,7084.0,7035.0
TAMESIDE,141.0,234.0,277.0,327.0,405.0,484.0,546.0,606.0,664.0,721.0,776.0,911.0,1256.0,1591.0,1937.0,2267.0,2585.0,2869.0,3125.0,3370.0,3624.0,3843.0,4065.0,4308.0,4551.0,4794.0,4964.0,4920.0
TRAFFORD,177.0,294.0,350.0,415.0,516.0,620.0,701.0,782.0,859.0,936.0,1010.0,1189.0,1644.0,2088.0,2549.0,2992.0,3420.0,3806.0,4157.0,4495.0,4847.0,5152.0,5463.0,5804.0,6146.0,6490.0,6735.0,6691.0
WARRINGTON,19.0,32.0,38.0,45.0,56.0,68.0,77.0,87.0,96.0,105.0,114.0,135.0,187.0,239.0,293.0,346.0,397.0,445.0,488.0,531.0,576.0,616.0,657.0,701.0,747.0,794.0,829.0,828.0
WEST LANCASHIRE,78.0,129.0,153.0,181.0,224.0,269.0,303.0,337.0,369.0,401.0,432.0,506.0,698.0,883.0,1074.0,1255.0,1429.0,1585.0,1725.0,1859.0,1998.0,2116.0,2236.0,2367.0,2498.0,2629.0,2720.0,2693.0
WIGAN,188.0,314.0,374.0,446.0,556.0,670.0,761.0,852.0,940.0,1028.0,1115.0,1318.0,1830.0,2335.0,2863.0,3374.0,3874.0,4331.0,4752.0,5162.0,5592.0,5972.0,6363.0,6793.0,7229.0,7673.0,8004.0,7993.0
WYRE,97.0,162.0,193.0,230.0,288.0,347.0,395.0,443.0,490.0,536.0,582.0,689.0,958.0,1224.0,1503.0,1773.0,2037.0,2280.0,2503.0,2721.0,2949.0,3153.0,3362.0,3592.0,3826.0,4065.0,4244.0,4243.0
