County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,9488.0,12211.0,15266.0,19817.0,26336.0,34670.0,44518.0,55454.0,66413.0,77556.0,88739.0,99905.0,111081.0,121422.0,131223.0,140489.0,149115.0,157119.0,164000.0,170142.0,175505.0,180164.0,184171.0,187359.0,190155.0,192487.0,194384.0,195932.0
GREATER MANCHESTER,88692.0,113435.0,139969.0,177998.0,230604.0,296884.0,374910.0,461165.0,547145.0,634364.0,721715.0,808771.0,893971.0,972252.0,1046051.0,1115095.0,1178796.0,1237543.0,1287513.0,1331164.0,1368949.0,1401286.0,1428394.0,1448915.0,1465949.0,1480271.0,1492269.0,1502348.0
LANCASHIRE,50024.0,64093.0,79486.0,101963.0,133578.0,173669.0,220930.0,273279.0,325580.0,378696.0,431942.0,485055.0,537552.0,585940.0,631754.0,674940.0,714943.0,751971.0,783575.0,811604.0,836037.0,857250.0,875251.0,889030.0,900357.0,909748.0,917510.0,924076.0
OTHER,14747.0,18694.0,22973.0,29225.0,38014.0,49109.0,62183.0,76678.0,91167.0,105890.0,120658.0,135395.0,149863.0,163189.0,175804.0,187714.0,198783.0,209033.0,217801.0,225533.0,232297.0,238184.0,243126.0,246811.0,249826.0,252321.0,254429.0,256213.0
WESTMORLAND AND FURNESS,8807.0,11286.0,13984.0,17951.0,23579.0,30727.0,39172.0,48596.0,58070.0,67731.0,77448.0,87169.0,96963.0,106051.0,114678.0,122842.0,130454.0,137475.0,143476.0,148828.0,153478.0,157532.0,161030.0,163795.0,166197.0,168242.0,169972.0,171379.0
