County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,310.0,491.0,587.0,687.0,790.0,889.0,991.0,1093.0,1198.0,1304.0,1407.0,1517.0,1614.0,1722.0,1847.0,1965.0,2075.0,2152.0,2218.0,2292.0,2376.0,2436.0,2503.0,2581.0,2661.0,2743.0,2822.0,2842.0
GREATER MANCHESTER,1884.0,2988.0,3568.0,4181.0,4820.0,5431.0,6063.0,6702.0,7360.0,8025.0,8680.0,9383.0,10006.0,10704.0,11508.0,12274.0,12992.0,13510.0,13960.0,14459.0,15027.0,15452.0,15915.0,16457.0,17010.0,17578.0,18136.0,18311.0
LANCASHIRE,1260.0,1997.0,2384.0,2792.0,3218.0,3625.0,4045.0,4469.0,4906.0,5345.0,5779.0,6240.0,6649.0,7105.0,7631.0,8132.0,8600.0,8935.0,9225.0,9547.0,9915.0,10187.0,10484.0,10833.0,11189.0,11554.0,11912.0,12019.0
OTHER,270.0,429.0,514.0,604.0,698.0,788.0,882.0,977.0,1075.0,1174.0,1272.0,1376.0,1469.0,1573.0,1693.0,1808.0,1915.0,1993.0,2062.0,2137.0,2223.0,2288.0,2358.0,2440.0,2524.0,2610.0,2695.0,2723.0
WESTMORLAND AND FURNESS,331.0,526.0,628.0,736.0,849.0,957.0,1067.0,1179.0,1294.0,1410.0,1524.0,1645.0,1752.0,1872.0,2010.0,2141.0,2263.0,2349.0,2424.0,2507.0,2602.0,2672.0,2748.0,2837.0,2928.0,3022.0,3113.0,3138.0
