County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,1401725.01,1508870.87,1581446.39,1687360.82,1787141.64,1843129.31,1914956.69,2000937.09,2068909.82,2146229.38,2257783.83,2413035.28,2630568.3,2821110.17,2930580.0,3028261.37,3113914.77,3201731.49,3265767.0,3315397.27,3355737.45,3391890.14,3424052.17,3456470.38,3485221.96,3511812.55,3532633.65,3514772.1
GREATER MANCHESTER,11209254.16,12314738.3,13262883.03,14445433.36,15192888.4,15794190.05,16410245.91,17036208.89,17715207.92,18306369.4,19040936.46,19802191.72,20983468.53,21939110.79,22746724.4,23470899.91,24097808.22,24641772.5,25118118.79,25523674.52,25870517.53,26186416.25,26478455.82,26739629.44,26970888.87,27173854.98,27335735.75,27268889.25
LANCASHIRE,5988478.79,6544568.66,7034125.38,7488280.38,7871497.9,8220633.21,8555655.12,8934105.15,9232464.98,9504799.07,9902288.75,10235007.04,10850129.2,11364981.06,12181727.82,12621735.83,12974861.03,13285286.54,13558941.74,13796750.46,13999352.51,14192454.27,14369058.66,14531434.27,14686563.17,14820927.42,14930717.35,14875775.1
OTHER,1329091.68,1437676.57,1534638.35,1645124.96,1708250.2,1769476.25,1832180.04,1898120.08,1970790.92,2029692.25,2128196.01,2199228.27,2325981.35,2556289.77,2649187.39,2761037.17,2837517.69,2906665.2,2966739.41,3017984.78,3062161.3,3102891.33,3141117.44,3176644.67,3208634.1,3237413.18,3261259.46,3252170.92
WESTMORLAND AND FURNESS,1253271.55,1349069.83,1413959.05,1508656.32,1597869.59,1647927.74,1712148.05,1789022.46,1849796.35,1918927.18,2018667.16,2157476.28,2351970.88,2522332.9,2620209.03,2707545.19,2784127.24,2862643.49,2919897.15,2964271.19,3000339.04,3032662.88,3061418.7,3090403.57,3116110.14,3139884.58,3158500.57,3142530.69
