County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,310.0,518.0,619.0,737.0,920.0,1109.0,1260.0,1409.0,1555.0,1699.0,1842.0,2176.0,3019.0,3850.0,4716.0,5554.0,6370.0,7115.0,7797.0,8462.0,9156.0,9769.0,10396.0,11085.0,11784.0,12491.0,13014.0,12980.0
GREATER MANCHESTER,1884.0,3113.0,3674.0,4327.0,5345.0,6371.0,7164.0,7931.0,8660.0,9367.0,10046.0,11742.0,16113.0,20319.0,24608.0,28645.0,32468.0,35831.0,38791.0,41572.0,44412.0,46775.0,49128.0,51681.0,54189.0,56644.0,58177.0,57184.0
LANCASHIRE,1260.0,2100.0,2499.0,2970.0,3703.0,4455.0,5054.0,5645.0,6220.0,6790.0,7350.0,8673.0,12016.0,15302.0,18719.0,22014.0,25215.0,28127.0,30789.0,33372.0,36068.0,38436.0,40861.0,43519.0,46212.0,48935.0,50931.0,50746.0
OTHER,270.0,451.0,540.0,644.0,806.0,974.0,1109.0,1243.0,1374.0,1505.0,1634.0,1935.0,2689.0,3434.0,4213.0,4970.0,5709.0,6387.0,7011.0,7620.0,8257.0,8823.0,9404.0,10042.0,10691.0,11350.0,11842.0,11828.0
WESTMORLAND AND FURNESS,331.0,554.0,662.0,790.0,988.0,1192.0,1357.0,1520.0,1679.0,1838.0,1995.0,2360.0,3278.0,4184.0,5131.0,6050.0,6947.0,7768.0,8523.0,9259.0,10030.0,10713.0,11415.0,12185.0,12967.0,13762.0,14355.0,14334.0
