County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,898.0,1641.0,2777.0,4132.0,6419.0,8744.0,10590.0,11952.0,12890.0,13618.0,14279.0,16672.0,24769.0,32962.0,41174.0,49158.0,56807.0,64124.0,71294.0,77660.0,83653.0,90133.0,97025.0,104320.0,111798.0,119336.0,126812.0,126915.0
GREATER MANCHESTER,13357.0,20053.0,30495.0,43457.0,62663.0,81833.0,97865.0,109571.0,117763.0,124599.0,130878.0,151119.0,216145.0,280302.0,343172.0,402773.0,457042.0,506305.0,552667.0,593112.0,630226.0,668520.0,708224.0,749033.0,789268.0,828268.0,864627.0,853567.0
LANCASHIRE,4933.0,8733.0,14683.0,21938.0,32707.0,43548.0,52663.0,59891.0,65532.0,70541.0,75294.0,88653.0,129847.0,171462.0,213108.0,253597.0,291588.0,327231.0,361921.0,393746.0,424167.0,456307.0,489923.0,524884.0,560284.0,595741.0,630421.0,630841.0
OTHER,1082.0,1932.0,3291.0,4969.0,7519.0,10098.0,12276.0,14031.0,15447.0,16715.0,17918.0,21062.0,30425.0,39947.0,49514.0,58854.0,67670.0,75914.0,83991.0,91377.0,98451.0,105969.0,113847.0,122058.0,130400.0,138782.0,147025.0,147443.0
WESTMORLAND AND FURNESS,818.0,1435.0,2339.0,3446.0,5474.0,7570.0,9259.0,10546.0,11409.0,12072.0,12666.0,14795.0,22024.0,29329.0,36652.0,43760.0,50571.0,57139.0,63574.0,69271.0,74596.0,80369.0,86508.0,93056.0,99808.0,106627.0,113393.0,113590.0
