Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ROCHDALE,32.35,34.76,39.24,49.07,54.51,61.7,69.83,76.27,82.52,88.34,90.98,88.78,90.94,93.85,97.22,100.58,104.12,107.52,111.25,114.76,118.16,119.33,122.52,126.5,130.03,133.5,136.73,138.87
ROSSENDALE,85.26,86.13,87.29,90.24,91.8,93.94,96.34,98.5,100.54,102.37,103.15,102.33,102.96,103.75,104.79,105.83,106.96,108.04,109.24,110.4,111.6,112.23,113.31,114.56,115.64,116.7,117.66,118.31
SALFORD,25.79,28.4,32.32,42.38,47.54,54.74,62.98,70.17,77.04,83.45,86.22,83.67,85.8,88.67,92.04,95.34,98.79,102.08,105.7,109.04,112.13,112.2,115.15,119.17,122.7,126.19,129.4,131.55
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,61.2,63.97,69.61,86.64,95.43,108.33,122.91,134.1,144.96,154.4,157.68,150.52,151.93,155.35,159.47,163.41,167.44,171.18,174.87,177.79,179.29,173.57,175.4,179.89,183.96,187.96,191.77,194.39
SOUTH RIBBLE,13.08,15.09,18.64,27.54,32.07,38.42,45.69,51.44,57.14,62.26,64.0,59.76,61.01,63.62,66.56,69.46,72.49,75.38,78.49,81.33,83.84,83.71,86.17,89.59,92.68,95.72,98.58,100.5
ST HELENS,40.36,41.33,43.01,49.94,52.94,57.82,63.49,67.63,71.73,74.88,74.21,65.24,64.03,65.36,66.81,68.23,69.67,71.06,72.48,73.74,74.73,74.21,75.28,76.9,78.42,79.92,81.38,82.41
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,28.74,33.21,39.84,57.82,66.43,78.85,93.27,106.41,119.2,131.13,136.55,132.29,136.44,142.33,148.86,155.19,161.77,167.96,174.55,180.28,184.65,180.53,185.07,192.77,199.7,206.53,212.96,217.25
TAMESIDE,46.69,49.83,54.15,66.7,72.95,82.07,92.52,100.54,108.44,115.15,115.71,104.48,104.46,107.09,110.47,113.7,117.04,120.3,123.86,127.21,130.43,130.62,133.63,137.67,141.12,144.56,147.61,149.7
TRAFFORD,96.21,98.4,101.7,113.59,118.77,126.93,136.51,145.01,153.27,160.7,163.3,157.93,159.36,162.81,166.42,169.8,173.23,176.37,179.48,181.77,182.38,175.16,176.35,180.53,184.41,188.23,191.94,194.45
WARRINGTON,6.02,6.55,7.33,9.79,10.98,12.76,14.8,16.61,18.39,19.97,20.64,19.79,20.21,20.88,21.68,22.48,23.33,24.14,25.0,25.81,26.59,26.9,27.63,28.51,29.31,30.1,30.83,31.33
WEST LANCASHIRE,66.44,69.38,74.11,86.86,92.91,101.62,111.7,120.57,129.37,137.3,140.45,134.91,137.3,141.86,146.78,151.74,156.94,161.88,167.16,171.94,176.15,176.25,180.43,186.11,191.32,196.45,201.37,204.64
WIGAN,39.1,43.36,51.53,74.42,85.97,102.66,121.69,135.71,149.29,160.87,162.46,145.08,145.15,150.02,155.62,161.08,166.71,172.11,177.83,182.98,187.28,185.44,190.06,196.64,202.54,208.37,213.82,217.56
WYRE,52.98,55.63,60.48,77.79,85.63,97.97,112.27,122.79,133.32,141.93,142.2,125.48,124.31,128.06,132.12,135.99,139.94,143.63,147.3,150.25,151.74,146.14,148.24,152.87,157.19,161.46,165.58,168.44
