Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,99005.06,94962.18,92373.38,89820.89,87946.83,86276.54,85057.48,84086.96,83123.28,82205.76,81453.77,80721.65,79974.16,79220.09,78840.5,78497.05,78092.85,77675.88,77412.56,77224.01,77011.27,76824.76,76659.48,76535.65,76400.15,76426.55,76480.1,76512.49
PRESTON,207075.66,198959.42,193822.37,188904.29,185328.96,182174.79,179989.05,178319.42,176767.27,175309.77,174096.92,172947.48,171794.76,170630.58,170218.0,169814.29,169209.94,168603.32,168299.19,168124.23,167867.53,167671.76,167511.2,167423.47,167258.98,167269.59,167303.62,167273.03
RIBBLE VALLEY,96337.05,93087.73,91145.0,89189.59,87893.52,86710.43,85941.61,85372.5,84792.83,84255.71,83834.06,83441.3,83038.12,82588.74,82515.86,82483.59,82402.23,82295.31,82320.28,82414.15,82473.27,82573.89,82694.25,82854.76,83004.37,83323.08,83670.66,83998.06
RICHMONDSHIRE,84.34,80.95,78.76,76.58,75.0,73.56,72.49,71.6,70.71,69.87,69.15,68.48,67.79,67.09,66.7,66.34,65.97,65.57,65.29,65.08,64.84,64.63,64.43,64.27,64.1,64.08,64.09,64.08
ROCHDALE,303154.97,292435.52,286114.06,279764.86,275376.33,271621.05,269179.94,267484.24,265794.32,264267.98,263172.64,262169.4,261097.21,260013.93,260164.48,260398.33,260366.05,260214.09,260547.63,261081.81,261480.16,262001.06,262578.47,263275.69,263872.33,264809.26,265800.27,266699.0
ROSSENDALE,95889.6,92333.07,90187.93,87993.63,86455.73,85101.36,84166.95,83490.8,82781.37,82119.08,81597.45,81096.61,80579.3,80045.63,79887.85,79787.04,79609.37,79407.53,79367.8,79384.65,79396.98,79421.73,79465.93,79549.82,79611.67,79807.28,80025.12,80217.83
SALFORD,465962.7,455045.88,449558.03,444132.55,441174.0,439051.54,438646.68,439212.44,439974.17,441025.69,442579.48,444145.18,445613.13,447164.25,450287.18,453315.38,455646.13,457672.19,460362.76,463080.3,465261.52,467882.8,470524.78,473260.54,475647.68,478234.83,480790.38,483123.0
SEFTON,3.42,3.27,3.17,3.07,2.99,2.93,2.87,2.83,2.79,2.75,2.71,2.68,2.65,2.61,2.59,2.57,2.55,2.53,2.52,2.51,2.49,2.48,2.47,2.46,2.45,2.44,2.44,2.44
SOUTH LAKELAND,195826.19,188785.15,184334.02,179864.56,176727.52,173899.3,171846.77,170177.52,168442.42,166817.58,165485.87,164227.81,162905.89,161575.83,160971.61,160436.01,159849.01,159162.51,158788.41,158552.32,158200.91,157935.71,157703.82,157540.62,157342.43,157401.22,157498.89,157550.25
SOUTH RIBBLE,172738.03,165856.58,161460.11,157088.38,153910.0,151045.63,148990.63,147318.01,145691.29,144207.92,142966.14,141835.28,140650.67,139481.2,138939.5,138490.01,137967.41,137383.11,137115.02,136936.06,136714.23,136544.53,136411.14,136347.83,136243.45,136342.9,136477.92,136570.25
ST HELENS,70487.44,67729.48,65988.66,64271.72,63034.55,61935.57,61144.45,60516.0,59904.11,59349.97,58888.82,58483.24,58052.03,57630.32,57491.15,57376.15,57231.03,57067.54,57030.81,57037.23,57018.27,57022.84,57042.3,57090.96,57124.29,57250.8,57393.63,57519.41
STAFFORDSHIRE MOORLANDS,9.25,8.94,8.75,8.56,8.44,8.33,8.25,8.2,8.15,8.1,8.06,8.03,8.0,7.96,7.96,7.96,7.96,7.95,7.96,7.98,7.99,8.0,8.02,8.04,8.05,8.08,8.11,8.13
STOCKPORT,378938.71,364727.05,355953.98,347282.04,341058.1,335596.71,331848.56,329019.5,326229.11,323712.83,321719.97,319894.79,318066.82,316190.48,315727.13,315459.65,314935.0,314284.78,314257.79,314514.61,314581.41,314746.06,314970.63,315325.8,315502.91,315894.1,316307.93,316584.04
TAMESIDE,336573.45,323572.3,315385.63,307342.54,301514.22,296412.16,292858.66,290121.94,287544.03,285138.4,283281.69,281566.76,279802.72,278120.14,277711.41,277434.58,276908.99,276281.41,276239.81,276392.29,276405.47,276533.86,276724.32,277043.0,277256.0,277825.56,278450.19,278976.14
TRAFFORD,321986.99,310681.1,303892.87,297145.28,292373.14,288335.25,285648.04,283749.29,281836.5,280125.44,278883.04,277769.02,276602.15,275411.69,275410.95,275593.35,275539.1,275315.77,275617.92,276156.43,276584.33,277056.41,277574.83,278199.59,278667.25,279327.49,280005.17,280561.98
WARRINGTON,35010.81,33652.18,32787.02,31925.23,31303.4,30738.77,30329.21,30001.41,29677.74,29378.98,29133.97,28909.01,28673.83,28440.19,28337.29,28249.32,28147.05,28033.1,27972.88,27935.93,27890.82,27856.25,27828.99,27815.82,27798.47,27833.76,27878.28,27915.98
WEST LANCASHIRE,160530.72,153973.71,149758.31,145588.94,142521.41,139770.0,137657.44,135971.15,134327.25,132793.84,131486.87,130231.67,129013.37,127803.38,127168.9,126610.5,125981.75,125348.49,124999.55,124747.21,124457.92,124192.96,123960.28,123789.78,123582.78,123556.05,123560.18,123525.74
WIGAN,437706.23,420908.62,410354.24,399834.07,392183.76,385488.18,380678.88,376884.29,373153.08,369741.81,366990.33,364506.16,361933.41,359397.41,358607.96,358003.9,357123.77,356110.77,355832.71,355816.3,355613.42,355574.86,355619.06,355831.55,355911.17,356449.32,357060.56,357546.93
WYRE,152880.97,147537.6,144275.98,140991.98,138733.68,136771.31,135423.86,134434.3,133397.84,132459.64,131774.06,131130.28,130490.32,129785.51,129668.56,129598.76,129407.81,129187.89,129167.54,129243.7,129238.98,129318.53,129426.68,129593.65,129714.88,130001.64,130315.32,130585.98
