Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,187.53,201.73,247.22,292.7,357.54,421.95,476.54,500.31,524.31,548.44,572.64,593.04,613.52,634.07,654.67,675.3,695.97,716.56,737.03,757.37,777.53,797.42,817.02,836.3,855.25,873.86,892.11,905.53
