Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,518154.08,701232.67,929047.7,1199167.25,1530501.67,2020370.35,2626948.49,3275062.13,3928313.72,4613927.22,5315773.92,6021768.15,6862307.86,7693988.94,8420437.02,9080910.5,9666206.21,10190277.28,10633046.56,11009835.33,11327149.25,11590528.65,11804528.57,11962645.1,12088590.25,12187862.76,12267063.81,12332199.17
