Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,58.11,74.71,95.11,117.99,144.87,184.23,230.9,277.81,335.15,395.84,458.47,521.79,595.8,668.48,731.83,788.79,838.53,882.13,918.09,947.73,971.73,990.72,1005.25,1015.04,1022.05,1026.83,1029.96,1031.95
