Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,45087.82,58401.03,82417.77,113794.35,154729.86,215486.88,308059.57,391185.32,468190.02,536425.01,587170.28,598496.96,610420.77,622302.74,634607.72,645924.77,657299.69,668462.27,679244.79,689429.32,699072.95,708110.19,716676.77,724961.66,732950.6,740690.03,748225.33,753860.21
