Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
ENTIRE NETWORK DATA,411.41,532.99,761.14,1046.38,1418.73,1971.92,2815.47,3573.77,4276.11,4898.29,5360.68,5463.04,5570.81,5678.16,5789.35,5891.51,5994.19,6094.98,6192.37,6284.45,6371.77,6453.73,6531.52,6606.79,6679.38,6749.74,6818.25,6869.43
