Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
RIBBLE VALLEY,66.0,110.0,132.0,158.0,198.0,239.0,273.0,306.0,338.0,371.0,403.0,478.0,665.0,850.0,1044.0,1233.0,1417.0,1587.0,1743.0,1896.0,2057.0,2200.0,2347.0,2508.0,2673.0,2840.0,2967.0,2966.0
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0
ROCHDALE,135.0,226.0,270.0,322.0,402.0,486.0,553.0,620.0,685.0,750.0,815.0,965.0,1341.0,1714.0,2103.0,2483.0,2854.0,3195.0,3509.0,3816.0,4138.0,4425.0,4721.0,5045.0,5375.0,5711.0,5964.0,5962.0
ROSSENDALE,58.0,96.0,114.0,135.0,168.0,202.0,228.0,254.0,280.0,305.0,329.0,388.0,536.0,681.0,832.0,976.0,1116.0,1243.0,1358.0,1468.0,1584.0,1684.0,1787.0,1899.0,2012.0,2126.0,2208.0,2195.0
SALFORD,180.0,299.0,353.0,418.0,517.0,618.0,695.0,771.0,843.0,913.0,979.0,1146.0,1573.0,1984.0,2402.0,2795.0,3166.0,3491.0,3775.0,4040.0,4309.0,4533.0,4753.0,4992.0,5224.0,5449.0,5585.0,5476.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,174.0,291.0,348.0,416.0,520.0,629.0,716.0,803.0,888.0,973.0,1057.0,1252.0,1741.0,2224.0,2730.0,3221.0,3702.0,4143.0,4549.0,4946.0,5362.0,5732.0,6113.0,6530.0,6955.0,7388.0,7712.0,7707.0
SOUTH RIBBLE,73.0,123.0,147.0,175.0,219.0,265.0,302.0,339.0,375.0,411.0,446.0,529.0,735.0,940.0,1154.0,1363.0,1567.0,1755.0,1928.0,2097.0,2275.0,2433.0,2596.0,2774.0,2956.0,3141.0,3280.0,3280.0
ST HELENS,29.0,49.0,59.0,70.0,88.0,106.0,121.0,135.0,150.0,164.0,178.0,211.0,294.0,376.0,461.0,545.0,627.0,702.0,772.0,840.0,911.0,975.0,1041.0,1113.0,1187.0,1262.0,1318.0,1319.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,190.0,314.0,370.0,435.0,537.0,639.0,717.0,793.0,864.0,933.0,998.0,1165.0,1596.0,2010.0,2430.0,2825.0,3198.0,3525.0,3811.0,4079.0,4353.0,4578.0,4802.0,5044.0,5281.0,5513.0,5653.0,5548.0
TAMESIDE,141.0,232.0,272.0,319.0,392.0,465.0,520.0,572.0,621.0,668.0,713.0,829.0,1131.0,1419.0,1709.0,1979.0,2231.0,2449.0,2636.0,2809.0,2984.0,3124.0,3261.0,3409.0,3552.0,3688.0,3762.0,3671.0
TRAFFORD,177.0,292.0,345.0,406.0,502.0,598.0,672.0,743.0,810.0,875.0,937.0,1094.0,1499.0,1887.0,2283.0,2655.0,3006.0,3313.0,3582.0,3835.0,4092.0,4303.0,4512.0,4739.0,4961.0,5176.0,5306.0,5205.0
WARRINGTON,19.0,32.0,38.0,45.0,56.0,68.0,77.0,87.0,96.0,105.0,114.0,135.0,187.0,239.0,293.0,346.0,397.0,445.0,488.0,531.0,576.0,616.0,657.0,701.0,747.0,794.0,829.0,828.0
WEST LANCASHIRE,78.0,128.0,151.0,177.0,218.0,259.0,290.0,319.0,347.0,373.0,398.0,463.0,632.0,793.0,955.0,1105.0,1246.0,1367.0,1472.0,1569.0,1667.0,1745.0,1823.0,1906.0,1986.0,2064.0,2106.0,2057.0
WIGAN,188.0,314.0,373.0,444.0,553.0,665.0,755.0,843.0,929.0,1014.0,1098.0,1297.0,1798.0,2290.0,2804.0,3300.0,3783.0,4223.0,4626.0,5017.0,5426.0,5786.0,6155.0,6560.0,6971.0,7386.0,7692.0,7669.0
WYRE,97.0,162.0,193.0,230.0,288.0,347.0,395.0,443.0,490.0,536.0,582.0,689.0,958.0,1224.0,1503.0,1773.0,2037.0,2280.0,2503.0,2721.0,2949.0,3153.0,3362.0,3592.0,3826.0,4065.0,4244.0,4243.0
