Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PRESTON,125.0,208.0,251.0,312.0,395.0,478.0,615.0,956.0,1293.0,1625.0,1952.0,2278.0,2549.0,2821.0,3123.0,3409.0,3686.0,3922.0,4116.0,4313.0,4525.0,4631.0,4584.0,4561.0,4540.0,4521.0,4499.0,4456.0
RIBBLE VALLEY,66.0,110.0,134.0,169.0,215.0,263.0,341.0,534.0,728.0,923.0,1118.0,1316.0,1485.0,1658.0,1852.0,2040.0,2227.0,2390.0,2531.0,2675.0,2832.0,2925.0,2922.0,2935.0,2948.0,2963.0,2977.0,2976.0
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ROCHDALE,135.0,226.0,274.0,343.0,438.0,533.0,691.0,1082.0,1473.0,1865.0,2258.0,2655.0,2995.0,3342.0,3732.0,4109.0,4483.0,4812.0,5094.0,5384.0,5699.0,5885.0,5878.0,5902.0,5929.0,5959.0,5985.0,5983.0
ROSSENDALE,58.0,96.0,116.0,144.0,183.0,221.0,285.0,444.0,602.0,758.0,912.0,1067.0,1197.0,1329.0,1475.0,1616.0,1753.0,1872.0,1971.0,2072.0,2181.0,2240.0,2225.0,2222.0,2220.0,2218.0,2216.0,2203.0
SALFORD,180.0,299.0,359.0,446.0,563.0,678.0,869.0,1347.0,1813.0,2269.0,2714.0,3154.0,3513.0,3869.0,4261.0,4626.0,4973.0,5258.0,5481.0,5700.0,5934.0,6028.0,5919.0,5840.0,5762.0,5686.0,5604.0,5495.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,174.0,291.0,354.0,443.0,566.0,690.0,895.0,1403.0,1911.0,2420.0,2930.0,3447.0,3888.0,4338.0,4843.0,5332.0,5815.0,6240.0,6604.0,6978.0,7384.0,7623.0,7612.0,7640.0,7671.0,7708.0,7739.0,7734.0
SOUTH RIBBLE,73.0,123.0,149.0,187.0,239.0,291.0,377.0,591.0,806.0,1021.0,1236.0,1455.0,1642.0,1833.0,2048.0,2256.0,2462.0,2643.0,2799.0,2959.0,3133.0,3236.0,3232.0,3246.0,3261.0,3277.0,3292.0,3291.0
ST HELENS,29.0,49.0,60.0,75.0,96.0,116.0,151.0,236.0,322.0,408.0,494.0,582.0,656.0,733.0,819.0,902.0,985.0,1058.0,1120.0,1185.0,1255.0,1297.0,1296.0,1302.0,1309.0,1316.0,1323.0,1324.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,190.0,314.0,376.0,464.0,584.0,701.0,896.0,1384.0,1858.0,2319.0,2767.0,3208.0,3565.0,3919.0,4312.0,4676.0,5023.0,5309.0,5532.0,5755.0,5994.0,6088.0,5979.0,5902.0,5825.0,5752.0,5673.0,5567.0
TAMESIDE,141.0,232.0,277.0,340.0,427.0,510.0,650.0,999.0,1337.0,1662.0,1976.0,2282.0,2527.0,2767.0,3033.0,3276.0,3505.0,3689.0,3827.0,3964.0,4109.0,4154.0,4061.0,3989.0,3917.0,3848.0,3775.0,3684.0
TRAFFORD,177.0,292.0,351.0,434.0,546.0,657.0,840.0,1297.0,1742.0,2176.0,2597.0,3012.0,3348.0,3681.0,4051.0,4394.0,4722.0,4990.0,5201.0,5410.0,5635.0,5722.0,5619.0,5545.0,5471.0,5400.0,5324.0,5223.0
WARRINGTON,19.0,32.0,39.0,48.0,61.0,75.0,97.0,151.0,206.0,261.0,315.0,371.0,418.0,466.0,520.0,572.0,624.0,670.0,709.0,749.0,793.0,819.0,818.0,821.0,824.0,828.0,832.0,831.0
WEST LANCASHIRE,78.0,128.0,153.0,189.0,237.0,284.0,362.0,558.0,747.0,929.0,1104.0,1275.0,1412.0,1547.0,1694.0,1829.0,1957.0,2059.0,2137.0,2213.0,2296.0,2321.0,2270.0,2230.0,2191.0,2153.0,2114.0,2064.0
WIGAN,188.0,314.0,379.0,473.0,602.0,731.0,943.0,1472.0,1998.0,2522.0,3044.0,3570.0,4015.0,4467.0,4974.0,5462.0,5942.0,6360.0,6715.0,7078.0,7472.0,7695.0,7665.0,7675.0,7688.0,7706.0,7719.0,7696.0
WYRE,97.0,162.0,196.0,246.0,313.0,381.0,494.0,774.0,1053.0,1333.0,1614.0,1898.0,2141.0,2388.0,2666.0,2935.0,3200.0,3434.0,3633.0,3838.0,4061.0,4193.0,4187.0,4203.0,4221.0,4241.0,4259.0,4257.0
