County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,310.0,518.0,619.0,737.0,920.0,1109.0,1260.0,1409.0,1555.0,1699.0,1842.0,2176.0,3019.0,3850.0,4716.0,5554.0,6370.0,7115.0,7797.0,8462.0,9156.0,9769.0,10396.0,11085.0,11784.0,12491.0,13014.0,12980.0
GREATER MANCHESTER,1884.0,3134.0,3722.0,4413.0,5489.0,6589.0,7457.0,8310.0,9135.0,9953.0,10754.0,12666.0,17515.0,22262.0,27180.0,31900.0,36463.0,40588.0,44329.0,47936.0,51684.0,54948.0,58272.0,61907.0,65569.0,69253.0,71885.0,71430.0
LANCASHIRE,1260.0,2103.0,2507.0,2984.0,3726.0,4490.0,5101.0,5707.0,6298.0,6885.0,7465.0,8822.0,12242.0,15615.0,19132.0,22536.0,25854.0,28888.0,31673.0,34385.0,37224.0,39733.0,42309.0,45136.0,48008.0,50922.0,53087.0,52984.0
OTHER,270.0,452.0,541.0,646.0,810.0,979.0,1115.0,1251.0,1385.0,1518.0,1650.0,1956.0,2721.0,3479.0,4272.0,5045.0,5801.0,6496.0,7138.0,7766.0,8425.0,9011.0,9615.0,10278.0,10953.0,11640.0,12157.0,12156.0
WESTMORLAND AND FURNESS,331.0,554.0,662.0,790.0,988.0,1192.0,1357.0,1520.0,1679.0,1838.0,1995.0,2360.0,3278.0,4184.0,5131.0,6050.0,6947.0,7768.0,8523.0,9259.0,10030.0,10713.0,11415.0,12185.0,12967.0,13762.0,14355.0,14334.0
