Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
LAKE DISTRICT NATIONAL PARK,37.97,42.08,51.56,61.06,70.52,79.48,88.04,93.58,99.14,105.16,110.95,117.11,123.52,129.04,135.07,141.29,147.89,154.27,161.41,168.45,176.06,183.23,190.09,197.03,203.24,209.3,215.01,218.73
