Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
LAKE DISTRICT NATIONAL PARK,89.8,90.36,91.52,93.31,99.7,105.76,110.89,115.19,118.98,122.74,126.44,130.13,133.86,137.66,141.48,145.33,149.21,153.09,156.99,160.9,164.8,168.7,172.6,176.5,180.4,184.29,188.18,191.1
