County,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CUMBERLAND,898.0,1642.0,2979.0,5131.0,7892.0,10609.0,14391.0,22666.0,30899.0,39075.0,47220.0,55318.0,63392.0,71571.0,79768.0,87769.0,95377.0,102676.0,109054.0,114929.0,120464.0,126406.0,126475.0,126545.0,126621.0,126715.0,126813.0,126915.0
GREATER MANCHESTER,13357.0,20054.0,31346.0,47659.0,70083.0,92379.0,124429.0,194374.0,262559.0,328911.0,393282.0,455817.0,516612.0,576551.0,635201.0,690780.0,740807.0,785911.0,825521.0,859590.0,889695.0,920035.0,908948.0,897767.0,886614.0,875647.0,864635.0,853572.0
LANCASHIRE,4933.0,8734.0,15237.0,24685.0,37332.0,49963.0,68637.0,110591.0,152282.0,193684.0,234722.0,275445.0,316014.0,357005.0,398030.0,438023.0,475357.0,510403.0,542464.0,572111.0,599997.0,629067.0,629253.0,629433.0,629657.0,630027.0,630423.0,630843.0
OTHER,1082.0,1933.0,3425.0,5634.0,8612.0,11592.0,15891.0,25340.0,34776.0,44171.0,53503.0,62810.0,72095.0,81539.0,91030.0,100321.0,109050.0,117222.0,124725.0,131666.0,138224.0,145114.0,145476.0,145837.0,146209.0,146614.0,147026.0,147443.0
WESTMORLAND AND FURNESS,818.0,1435.0,2563.0,4554.0,7054.0,9516.0,12922.0,20252.0,27547.0,34818.0,42058.0,49281.0,56494.0,63786.0,71105.0,78243.0,85020.0,91581.0,97133.0,102319.0,107223.0,112491.0,112662.0,112834.0,113010.0,113200.0,113394.0,113590.0
