Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
OLDHAM,909684.23,960986.13,1003992.1,1041364.39,1078603.37,1107836.51,1140612.74,1177266.71,1217943.8,1254664.82,1291567.49,1329309.13,1375465.15,1418254.39,1458501.43,1495000.26,1527260.58,1555452.12,1580510.16,1603093.11,1622855.81,1640866.76,1655462.98,1667408.38,1677384.55,1685794.74,1692826.79,1697372.1
PENDLE,322764.09,335532.93,347851.59,356009.65,362884.66,372064.45,394830.52,405501.71,417544.22,438920.99,451280.59,463868.28,481980.58,504569.76,518049.22,530553.83,541514.22,569673.2,577200.1,583799.84,589522.09,594837.37,598411.77,601032.59,603039.17,604537.82,605544.43,605602.49
PRESTON,575273.79,609221.14,634965.51,661524.23,706327.9,731782.39,758558.75,787084.09,819456.88,850393.47,886673.92,913420.5,947143.31,976325.71,1004886.89,1037104.18,1059254.15,1079214.24,1094734.34,1108284.6,1127569.47,1137401.38,1144560.97,1149919.19,1154042.06,1157150.09,1159333.51,1159715.58
RIBBLE VALLEY,224867.72,235176.75,244078.49,251121.36,259997.4,267302.99,281179.21,289625.35,299214.12,313041.54,323285.02,332341.69,344915.09,359010.75,368709.93,378475.34,386148.98,402016.19,407487.25,412274.57,417442.28,421158.35,423716.98,425602.59,427044.53,428120.43,428849.4,428906.54
RICHMONDSHIRE,283.74,295.31,303.79,318.56,335.24,343.96,357.21,370.59,383.76,400.26,415.18,433.05,458.48,488.03,504.48,520.0,535.01,548.96,557.24,567.73,572.96,577.68,583.72,585.92,587.17,588.26,588.55,587.47
ROCHDALE,760713.56,802491.1,850074.83,895699.24,942760.01,992303.87,1049261.35,1098870.31,1151670.54,1205184.62,1259749.67,1315214.88,1376818.44,1437913.18,1496176.65,1550523.81,1603671.38,1630136.91,1653615.3,1674501.95,1692710.73,1708950.04,1721650.41,1731675.86,1739977.24,1746851.02,1752371.77,1755358.6
ROSSENDALE,308310.04,320763.51,333026.39,341516.33,348895.07,358485.98,380536.99,391437.04,403651.74,424317.82,436879.09,449667.29,467586.45,489534.86,503197.48,515883.93,527167.75,553195.24,560533.98,566973.95,572559.09,577728.77,581243.0,583833.21,585828.31,587331.45,588358.57,588469.57
SALFORD,947353.94,984843.38,1017711.01,1081023.49,1135288.37,1168390.53,1207379.34,1247521.1,1297040.08,1348863.89,1408345.68,1453693.77,1511819.15,1566794.45,1644494.8,1686508.18,1722813.5,1757356.68,1785139.18,1809646.6,1830711.4,1849195.94,1863792.98,1875088.56,1884414.21,1892117.84,1898306.12,1901938.94
SEFTON,9.94,10.31,10.65,10.89,11.11,11.38,11.7,12.05,12.9,13.3,13.7,14.52,15.01,15.48,15.92,16.32,16.67,17.04,17.3,17.53,17.72,17.88,17.99,18.06,18.1,18.13,18.14,18.13
SOUTH LAKELAND,599486.1,623949.01,641851.3,673070.28,708298.73,726722.04,754720.09,782989.73,810819.75,845686.57,877195.67,914958.88,968691.12,1031119.29,1065872.28,1098673.56,1130384.38,1159867.77,1177345.6,1199519.59,1210563.83,1220529.48,1233292.25,1237941.15,1240593.51,1242887.14,1243500.05,1241224.1
SOUTH RIBBLE,454387.41,480737.91,503166.45,521269.33,548274.72,570827.61,592281.22,612908.17,635776.38,661505.81,686183.13,708152.06,733155.41,756234.54,778080.42,800769.19,817988.56,835976.97,848351.96,859203.74,871960.14,880085.23,886086.39,890579.1,894112.22,896886.77,898922.03,899454.2
ST HELENS,219989.3,227211.0,233724.66,242547.86,250581.64,259210.55,267203.49,275596.49,287673.75,298043.0,308775.89,321846.54,334729.83,347448.01,359187.46,369887.19,379253.54,387537.52,394418.22,400349.14,405366.2,409657.35,412808.65,415082.87,416848.37,418203.79,419208.87,419572.45
STAFFORDSHIRE MOORLANDS,23.81,24.21,24.71,25.18,25.75,26.55,27.53,28.58,29.63,30.68,31.73,32.78,34.1,37.95,41.57,42.68,43.66,44.48,45.24,45.92,46.53,47.09,47.53,47.88,48.17,48.41,48.62,48.72
STOCKPORT,1185466.03,1258588.76,1381454.55,1543045.0,1606775.54,1686305.33,1739632.44,1804051.96,1862371.46,1909316.99,1964605.05,2025052.27,2096206.32,2154970.12,2200263.43,2248986.55,2284104.44,2318723.01,2347214.63,2371647.91,2392932.4,2411886.75,2437431.75,2448651.22,2457768.99,2466824.22,2472471.53,2474999.8
TAMESIDE,1004640.96,1063763.96,1100631.81,1126055.95,1155638.4,1190034.62,1229338.91,1282175.94,1348478.27,1389988.5,1431972.97,1474632.91,1545407.6,1593056.61,1641199.24,1682081.53,1718503.61,1753784.42,1782183.28,1807909.36,1829834.46,1849885.45,1866258.97,1879679.35,1888988.09,1895707.74,1900786.28,1903210.11
TRAFFORD,1039859.53,1091487.48,1140179.15,1243716.97,1323747.28,1363256.86,1408861.22,1447142.47,1507684.64,1576929.43,1665429.51,1716047.82,1783643.71,1849234.95,1988737.92,2028873.18,2062829.33,2101779.05,2130698.12,2154537.04,2175370.34,2193674.44,2208667.53,2219690.19,2228845.97,2236485.95,2242747.37,2246654.39
WARRINGTON,105176.83,111682.58,113923.26,116601.66,119239.02,122558.09,126205.63,130254.65,134996.62,140020.31,145261.6,150664.67,156935.64,163125.24,168798.83,174425.57,178972.95,182824.84,186134.95,188989.19,191419.71,193471.03,194936.0,195968.68,196751.2,197336.36,197754.21,197854.02
WEST LANCASHIRE,378180.66,394627.94,409985.36,420055.67,430150.75,443846.71,458031.9,471753.84,499031.84,516620.31,532172.49,559608.13,578337.43,596828.07,613805.46,629251.27,642596.61,657854.86,667885.31,676604.11,684123.93,690523.33,695157.25,698160.27,700358.63,701917.04,702877.7,702677.48
WIGAN,1320875.55,1377978.97,1426489.17,1486091.77,1540910.73,1587422.03,1639418.4,1693750.54,1777895.11,1837905.42,1897285.47,1980483.65,2050637.51,2118855.08,2181442.91,2238167.98,2287028.82,2336294.59,2373242.11,2405602.69,2433342.52,2457344.96,2475354.69,2488274.02,2498410.89,2506273.69,2511986.72,2513985.86
WYRE,448403.71,473860.82,498467.18,512971.09,529800.64,554926.35,576468.15,594623.2,614032.31,640932.4,660625.32,683294.18,706060.53,728875.68,750048.37,769216.19,785878.3,806215.31,818560.94,829449.25,839129.18,847571.93,853896.35,858627.6,862437.07,865537.88,867896.18,868685.64
