Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ROCHDALE,135.0,218.0,261.0,306.0,355.0,401.0,452.0,523.0,600.0,682.0,768.0,865.0,964.0,1067.0,1181.0,1291.0,1392.0,1466.0,1531.0,1603.0,1688.0,1768.0,1834.0,1877.0,1918.0,1958.0,1992.0,1994.0
ROSSENDALE,58.0,93.0,110.0,129.0,149.0,168.0,189.0,218.0,249.0,282.0,317.0,356.0,395.0,436.0,481.0,524.0,563.0,592.0,616.0,643.0,675.0,705.0,729.0,744.0,758.0,771.0,783.0,781.0
SALFORD,180.0,290.0,346.0,405.0,468.0,527.0,592.0,682.0,779.0,883.0,990.0,1110.0,1231.0,1357.0,1495.0,1624.0,1742.0,1824.0,1894.0,1970.0,2062.0,2147.0,2213.0,2250.0,2284.0,2316.0,2341.0,2327.0
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,174.0,280.0,335.0,394.0,457.0,516.0,582.0,673.0,772.0,878.0,988.0,1111.0,1237.0,1368.0,1513.0,1651.0,1779.0,1871.0,1952.0,2041.0,2147.0,2246.0,2326.0,2378.0,2426.0,2473.0,2513.0,2512.0
SOUTH RIBBLE,73.0,118.0,141.0,166.0,193.0,218.0,246.0,284.0,326.0,371.0,418.0,470.0,524.0,580.0,642.0,701.0,756.0,796.0,831.0,869.0,915.0,958.0,993.0,1015.0,1037.0,1057.0,1075.0,1075.0
ST HELENS,29.0,47.0,57.0,67.0,77.0,87.0,98.0,113.0,130.0,148.0,167.0,187.0,209.0,231.0,256.0,279.0,301.0,317.0,331.0,347.0,365.0,382.0,396.0,405.0,414.0,422.0,430.0,430.0
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,190.0,304.0,361.0,421.0,484.0,543.0,608.0,697.0,794.0,897.0,1002.0,1120.0,1239.0,1361.0,1496.0,1623.0,1738.0,1816.0,1884.0,1958.0,2047.0,2128.0,2191.0,2226.0,2256.0,2286.0,2309.0,2293.0
TAMESIDE,141.0,226.0,267.0,310.0,355.0,397.0,444.0,508.0,577.0,650.0,725.0,808.0,892.0,979.0,1074.0,1162.0,1242.0,1296.0,1341.0,1391.0,1451.0,1506.0,1547.0,1569.0,1587.0,1605.0,1618.0,1603.0
TRAFFORD,177.0,284.0,337.0,394.0,453.0,509.0,570.0,655.0,747.0,844.0,944.0,1055.0,1168.0,1285.0,1413.0,1534.0,1643.0,1719.0,1784.0,1855.0,1941.0,2019.0,2079.0,2113.0,2143.0,2173.0,2195.0,2181.0
WARRINGTON,19.0,31.0,37.0,43.0,50.0,56.0,63.0,73.0,83.0,95.0,106.0,119.0,133.0,147.0,163.0,177.0,191.0,201.0,210.0,219.0,231.0,241.0,250.0,255.0,261.0,266.0,270.0,270.0
WEST LANCASHIRE,78.0,125.0,147.0,172.0,197.0,221.0,247.0,282.0,321.0,362.0,403.0,449.0,496.0,543.0,595.0,643.0,687.0,716.0,740.0,767.0,800.0,829.0,851.0,862.0,871.0,880.0,886.0,878.0
WIGAN,188.0,303.0,361.0,422.0,488.0,550.0,619.0,714.0,817.0,927.0,1041.0,1169.0,1300.0,1437.0,1587.0,1730.0,1862.0,1956.0,2039.0,2130.0,2239.0,2340.0,2422.0,2474.0,2521.0,2568.0,2608.0,2605.0
WYRE,97.0,156.0,186.0,218.0,253.0,285.0,321.0,371.0,426.0,483.0,544.0,612.0,681.0,753.0,833.0,909.0,979.0,1030.0,1074.0,1123.0,1181.0,1235.0,1280.0,1308.0,1335.0,1361.0,1383.0,1383.0
