Area,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
LAKE DISTRICT NATIONAL PARK,20038.85,28215.15,38097.88,49893.66,64412.2,85801.64,112382.62,141004.11,169992.19,200489.23,231835.57,263413.23,300732.88,337639.12,369902.06,399199.0,425095.72,448182.53,467604.39,484043.91,497795.91,509115.74,518224.95,524868.32,530082.19,534101.18,537244.58,539780.52
